City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Cherskiy,RU,2021-03-28 15:16:06,68.75,161.3,-8.88,91,100,2.3
296,Karpathos,GR,2021-03-28 15:16:07,35.507,27.2132,60.8,51,0,17.27
297,Milkovo,RU,2021-03-28 15:16:07,54.7167,158.6167,7.41,81,62,5.41
298,Butaritari,KI,2021-03-28 15:16:07,3.0707,172.7902,80.71,79,18,12.15
299,Jieshi,CN,2021-03-28 15:16:07,22.8134,115.8257,75.99,89,3,1.01
300,Lokachi,UA,2021-03-28 15:16:08,50.737,24.6494,48.99,63,94,15.95
301,Coari,BR,2021-03-28 15:16:08,-4.085,-63.1414,80.22,90,94,1.16
302,Hamilton,US,2021-03-28 15:13:44,39.1834,-84.5333,51.01,66,75,25.32
303,Saint Anthony,US,2021-03-28 15:16:08,45.0205,-93.218,37.0,55,40,12.66
304,Shymkent,KZ,2021-03-28 15:14:33,42.3,69.6,50.0,71,75,6.71
305,Quatre Cocos,MU,2021-03-28 15:16:09,-20.2078,57.7625,82.0,83,40,0.98
306,Lavrentiya,RU,2021-03-28 15:16:09,65.5833,-171.0,0.73,92,100,12.06
307,Esperance,AU,2021-03-28 15:16:09,-33.8667,121.9,66.2,88,0,3.44
308,Kirakira,SB,2021-03-28 15:16:09,-10.4544,161.9205,80.26,82,21,6.87
309,Atbasar,KZ,2021-03-28 15:16:10,51.8,68.3333,22.98,83,95,16.2
310,Vila Velha,BR,2021-03-28 15:14:39,-20.3297,-40.2925,89.6,58,20,8.05
311,Kankon,IN,2021-03-28 15:16:10,15.0167,74.0167,82.58,82,57,5.26
312,Yumen,CN,2021-03-28 15:16:10,40.2833,97.2,51.24,35,66,10.02
313,Coquimbo,CL,2021-03-28 15:16:10,-29.9533,-71.3436,60.8,77,90,5.75
314,Grindavik,IS,2021-03-28 15:16:12,63.8424,-22.4338,33.8,80,20,4.61
315,Gao,ML,2021-03-28 15:16:12,16.6362,1.637,92.05,5,0,15.86
316,Dekar,BW,2021-03-28 15:16:12,-21.5333,21.9333,76.44,51,40,11.14
317,Baculin,PH,2021-03-28 15:16:12,7.4525,126.5842,77.41,86,89,6.08
318,Bartica,GY,2021-03-28 15:16:13,6.4,-58.6167,86.0,70,75,16.11
319,Jaru,BR,2021-03-28 15:16:13,-10.4389,-62.4664,82.49,78,62,5.37
320,Puerto Madero,MX,2021-03-28 15:16:13,14.7208,-92.4215,84.2,65,1,8.05
321,Macau,MO,2021-03-28 15:16:13,22.2006,113.5461,77.0,94,20,10.36
322,Upington,ZA,2021-03-28 15:16:14,-28.4478,21.2561,86.0,17,0,3.44
323,Suicheng,CN,2021-03-28 15:16:14,33.8963,117.9331,59.18,60,0,9.44
324,Finnsnes,NO,2021-03-28 15:16:14,69.2296,17.9811,42.8,42,75,3.44
325,Troitsko-Pechorsk,RU,2021-03-28 15:16:14,62.7084,56.1964,28.13,87,64,6.62
326,Ahipara,NZ,2021-03-28 15:16:15,-35.1667,173.1667,66.18,94,100,8.23
327,Plettenberg Bay,ZA,2021-03-28 15:16:15,-34.0527,23.3716,65.88,78,99,19.82
328,Shiyan,CN,2021-03-28 15:16:15,32.6475,110.7781,59.0,32,0,2.68
329,Central Point,US,2021-03-28 15:16:15,42.376,-122.9164,41.0,75,1,0.43
330,Nkhotakota,MW,2021-03-28 15:16:16,-12.9274,34.2961,77.34,79,81,1.54
331,Rafsanjan,IR,2021-03-28 15:16:16,30.4067,55.9939,73.29,10,12,15.5
332,Necochea,AR,2021-03-28 15:16:16,-38.5473,-58.7368,69.01,77,83,4.0
333,Kahului,US,2021-03-28 15:16:16,20.8947,-156.47,71.6,83,20,13.8
334,Hambantota,LK,2021-03-28 15:16:17,6.1241,81.1185,73.4,100,75,5.75
335,Ankang,CN,2021-03-28 15:16:17,32.68,109.0172,66.51,52,0,0.58
336,Bolu,TR,2021-03-28 15:14:30,40.6667,31.5833,42.66,83,46,1.63
337,Yatou,CN,2021-03-28 15:16:17,37.15,122.3833,46.69,45,2,7.47
338,Saint John,CA,2021-03-28 15:13:13,45.2727,-66.0677,35.01,80,90,12.66
339,Kenai,US,2021-03-28 15:16:17,60.5544,-151.2583,14.0,67,1,3.94
340,Seydi,TM,2021-03-28 15:16:18,39.4816,62.9137,52.02,46,100,21.12
341,Tooele,US,2021-03-28 15:16:18,40.5308,-112.2983,45.0,65,1,5.75
342,Port Moresby,PG,2021-03-28 15:16:18,-9.4431,147.1797,78.8,94,75,8.05
343,Betafo,MG,2021-03-28 15:16:18,-19.8333,46.85,64.04,88,15,3.98
344,Khani,GE,2021-03-28 15:16:19,41.9563,42.9566,53.6,40,40,12.66
345,Bara,NG,2021-03-28 15:16:19,10.3744,10.7288,93.2,11,1,14.97
346,Shahr-E Babak,IR,2021-03-28 15:16:19,30.1165,55.1186,70.03,13,0,21.77
347,Pedernales,DO,2021-03-28 15:16:19,18.0384,-71.744,84.18,48,0,2.71
348,Longyearbyen,SJ,2021-03-28 15:16:20,78.2186,15.6401,33.8,69,20,5.5
349,Tambun,ID,2021-03-28 15:16:20,-6.2641,107.0712,82.99,83,40,5.75
350,Magistralnyy,RU,2021-03-28 15:16:20,56.1725,107.4458,25.74,93,100,3.67
351,Uvalde,US,2021-03-28 15:16:20,29.3669,-99.767,66.0,32,90,20.71
352,Martil,MA,2021-03-28 15:16:21,35.6166,-5.2752,62.6,88,75,18.41
353,Ziro,IN,2021-03-28 15:16:21,27.6333,93.8333,77.0,69,20,1.68
354,Ruwi,OM,2021-03-28 15:16:21,23.5996,58.5507,89.6,37,0,1.14
355,Sturgeon Bay,US,2021-03-28 15:16:21,44.8342,-87.377,33.8,80,90,17.27
356,Mayumba,GA,2021-03-28 15:16:22,-3.432,10.6554,78.8,79,99,5.75
357,Laguna,US,2021-03-28 15:16:22,38.421,-121.4238,57.0,81,1,0.74
358,Benguela,AO,2021-03-28 15:16:22,-12.5763,13.4055,82.87,67,27,9.91
359,Samarai,PG,2021-03-28 15:16:22,-10.6167,150.6667,82.0,79,56,12.53
360,Kushmurun,KZ,2021-03-28 15:16:23,52.4503,64.6311,17.96,92,10,8.59
361,Nuevo Progreso,MX,2021-03-28 15:16:23,23.1667,-97.95,82.0,66,81,8.99
362,Snasa,NO,2021-03-28 15:16:23,64.2457,12.3778,41.16,79,69,7.96
363,Naestved,DK,2021-03-28 15:16:23,55.2299,11.7609,46.99,87,90,18.41
364,Alofi,NU,2021-03-28 15:16:24,-19.0595,-169.9187,77.0,94,13,5.75
365,Talcahuano,CL,2021-03-28 15:14:03,-36.7167,-73.1167,66.2,52,0,5.75
366,Westport,US,2021-03-28 15:16:24,41.1415,-73.3579,50.0,100,90,3.44
367,Balkhash,KZ,2021-03-28 15:16:24,46.844,74.9804,39.13,67,36,12.26
368,Tromso,NO,2021-03-28 15:16:24,69.6496,18.957,37.99,70,40,8.05
369,Shangrao,CN,2021-03-28 15:16:25,28.4532,117.9686,65.52,85,0,1.34
370,Horsham,GB,2021-03-28 15:16:25,51.064,-0.3272,54.0,71,75,14.97
371,Marystown,CA,2021-03-28 15:16:25,47.1666,-55.1483,26.64,67,20,9.46
372,Polignano A Mare,IT,2021-03-28 15:16:25,40.9959,17.2159,64.99,52,40,2.3
373,Teknaf,BD,2021-03-28 15:16:26,20.8624,92.3058,78.67,80,98,3.87
374,Mizdah,LY,2021-03-28 15:16:26,31.4451,12.9801,71.29,14,100,3.8
375,Nishihara,JP,2021-03-28 15:16:26,26.1842,127.7558,71.6,94,75,3.29
376,Bilma,NE,2021-03-28 15:16:26,18.6853,12.9164,85.08,9,0,4.81
377,Yeysk,RU,2021-03-28 15:16:27,46.6989,38.2792,46.13,77,48,4.56
378,Orlik,RU,2021-03-28 15:16:27,52.5178,99.825,11.84,84,81,2.86
379,La Libertad,EC,2021-03-28 15:12:17,-2.2333,-80.9,78.8,83,0,3.44
380,Lagos,NG,2021-03-28 15:12:37,6.5833,3.75,93.2,59,75,13.8
381,Zlitan,LY,2021-03-28 15:16:27,32.4674,14.5687,71.1,35,99,10.63
382,Husavik,IS,2021-03-28 15:16:28,66.0449,-17.3389,28.4,93,90,11.5
383,Batsfjord,NO,2021-03-28 15:16:28,70.6345,29.7185,35.6,75,40,8.05
384,Carmelo,UY,2021-03-28 15:16:28,-33.9892,-58.2856,71.6,68,75,3.44
385,Igarka,RU,2021-03-28 15:16:28,67.4667,86.5833,0.14,98,79,8.81
386,Daru,PG,2021-03-28 15:16:28,-9.0763,143.2092,81.81,85,100,15.32
387,Waingapu,ID,2021-03-28 15:16:29,-9.6567,120.2641,79.81,85,100,6.31
388,Bellavista,PE,2021-03-28 15:16:29,-7.0561,-76.5911,80.6,78,75,2.3
389,Mikhaylovka,RU,2021-03-28 15:16:29,50.06,43.2379,42.01,62,85,7.0
390,Mapiri,BO,2021-03-28 15:16:29,-15.25,-68.1667,68.59,99,100,0.78
391,Polovinnoye,RU,2021-03-28 15:16:30,54.7914,65.9864,22.5,88,100,8.72
392,Sattahip,TH,2021-03-28 15:16:30,12.6664,100.9007,89.01,89,20,5.75
393,Wuan,CN,2021-03-28 15:16:30,31.6836,112.0044,65.08,77,0,9.75
394,Mayo,US,2021-03-28 15:16:30,38.8876,-76.5119,59.0,100,90,11.5
395,Verkh-Usugli,RU,2021-03-28 15:16:31,52.7,115.1667,15.1,89,6,4.85
396,Fairbanks,US,2021-03-28 15:12:20,64.8378,-147.7164,5.0,72,90,5.75
397,Pribor,CZ,2021-03-28 15:16:31,49.6409,18.145,52.0,40,0,9.22
398,Worland,US,2021-03-28 15:16:31,44.0169,-107.9554,41.0,56,1,10.36
399,Balkanabat,TM,2021-03-28 15:16:31,39.5108,54.3671,49.62,52,71,14.07
400,Pangoa,PE,2021-03-28 15:16:32,-12.1167,-73.0,68.97,98,100,0.92
401,Cabedelo,BR,2021-03-28 15:16:32,-6.9811,-34.8339,84.2,79,75,3.44
402,Baisha,CN,2021-03-28 15:16:32,26.5222,110.9311,69.85,90,3,2.91
403,Lyudinovo,RU,2021-03-28 15:16:32,53.8664,34.4478,38.39,90,99,4.43
404,Marawi,PH,2021-03-28 15:16:33,7.9986,124.2928,79.0,86,98,5.01
405,Brownwood,US,2021-03-28 15:12:02,31.7093,-98.9912,57.2,44,1,9.22
406,Iqaluit,CA,2021-03-28 15:13:12,63.7506,-68.5145,10.4,61,75,16.11
407,Orocue,CO,2021-03-28 15:16:33,4.7912,-71.3354,87.94,48,59,14.0
408,Resistencia,AR,2021-03-28 15:16:33,-27.4606,-58.9839,73.0,60,0,9.22
409,Salisbury,GB,2021-03-28 15:16:34,51.0693,-1.7957,54.0,82,90,19.57
410,Hualmay,PE,2021-03-28 15:16:34,-11.0964,-77.6139,74.03,72,77,8.1
411,Fort Nelson,CA,2021-03-28 15:16:34,58.8053,-122.7002,14.0,85,90,11.5
412,Sur,OM,2021-03-28 15:16:34,22.5667,59.5289,84.94,39,97,3.94
413,Aleksandrovsk-Sakhalinskiy,RU,2021-03-28 15:16:35,50.8975,142.1561,29.79,93,96,6.02
414,Buraydah,SA,2021-03-28 15:16:35,26.326,43.975,68.0,24,0,11.5
415,Chapada Dos Guimaraes,BR,2021-03-28 15:16:35,-15.4606,-55.7497,87.8,62,40,8.05
416,Springbok,ZA,2021-03-28 15:16:35,-29.6643,17.8865,83.34,13,14,7.4
417,Cuamba,MZ,2021-03-28 15:16:36,-14.8031,36.5372,72.88,94,97,4.74
418,Jumla,NP,2021-03-28 15:15:04,29.2747,82.1838,49.46,50,95,3.89
419,Altamira,BR,2021-03-28 15:16:36,-3.2033,-52.2064,86.0,70,75,8.05
420,Menongue,AO,2021-03-28 15:16:36,-14.6585,17.691,72.32,79,72,3.91
421,Polunochnoye,RU,2021-03-28 15:16:36,60.8697,60.4153,27.36,76,5,10.96
422,Moissala,TD,2021-03-28 15:16:37,8.3404,17.7663,99.68,21,56,2.91
423,Vila Do Maio,CV,2021-03-28 15:16:37,15.1333,-23.2167,75.2,53,20,25.32
424,Tacoronte,ES,2021-03-28 15:16:37,28.4769,-16.4102,64.99,82,40,6.91
425,Tautira,PF,2021-03-28 15:16:37,-17.7333,-149.15,77.0,78,20,3.44
426,Usakos,NA,2021-03-28 15:16:38,-22.0,15.6,88.59,21,0,14.81
427,Bonavista,CA,2021-03-28 15:16:38,48.6499,-53.1147,28.4,59,100,4.61
428,Falavarjan,IR,2021-03-28 15:12:09,32.5553,51.5097,71.6,4,0,2.3
429,Kupang,ID,2021-03-28 15:16:38,-10.1667,123.5833,78.51,86,100,8.99
430,Iralaya,HN,2021-03-28 15:16:38,15.0,-83.2333,80.6,83,40,9.22
431,Zyryanovsk,KZ,2021-03-28 15:16:39,49.7386,84.2719,33.42,99,100,1.81
432,La Ronge,CA,2021-03-28 15:16:39,55.1001,-105.2842,24.8,86,100,12.66
433,Ulaangom,MN,2021-03-28 15:16:39,49.9811,92.0667,16.21,82,100,5.64
434,Cootamundra,AU,2021-03-28 15:16:39,-34.65,148.0333,53.74,71,1,3.44
435,Nouadhibou,MR,2021-03-28 15:16:39,20.931,-17.0347,73.4,60,80,19.57
436,Santa Isabel,BR,2021-03-28 15:16:40,-23.3156,-46.2214,84.2,54,0,2.3
437,Gamba,GA,2021-03-28 15:16:40,-2.65,10.0,81.19,74,79,8.48
438,Nelson Bay,AU,2021-03-28 15:16:40,-32.7167,152.15,64.4,100,90,8.05
439,Mount Isa,AU,2021-03-28 15:16:40,-20.7333,139.5,80.6,32,1,12.66
440,Juneau,US,2021-03-28 15:16:41,58.3019,-134.4197,30.2,86,40,3.74
441,Camacha,PT,2021-03-28 15:16:41,33.0833,-16.3333,66.2,72,40,8.05
442,Touros,BR,2021-03-28 15:16:41,-5.1989,-35.4608,87.8,66,75,5.75
443,Vila Franca Do Campo,PT,2021-03-28 15:16:41,37.7167,-25.4333,60.8,72,20,9.22
444,Alappuzha,IN,2021-03-28 15:16:42,9.49,76.3264,84.0,74,96,5.01
445,Ust-Kan,RU,2021-03-28 15:16:42,50.9276,84.761,29.64,89,71,5.01
446,Ust-Nera,RU,2021-03-28 15:16:42,64.5667,143.2,-3.42,99,95,3.98
447,Sortavala,RU,2021-03-28 15:16:42,61.7053,30.6918,36.0,89,100,8.25
448,Kainantu,PG,2021-03-28 15:16:43,-6.2887,145.8655,58.87,96,100,1.32
449,Aden,YE,2021-03-28 15:15:22,12.7794,45.0367,81.48,63,10,6.71
450,Chkalovskoye,RU,2021-03-28 15:16:43,44.8392,133.0436,41.11,94,100,6.91
451,Bahua,IN,2021-03-28 15:16:43,25.85,80.6333,87.93,14,0,3.71
452,Broome,US,2021-03-28 15:16:44,42.2506,-75.833,52.0,93,90,16.11
453,Ambon,ID,2021-03-28 15:16:44,-3.6954,128.1814,75.2,100,40,4.61
454,Salina,US,2021-03-28 15:13:13,38.8403,-97.6114,50.0,65,1,4.61
455,Fostoria,US,2021-03-28 15:16:44,41.157,-83.4169,50.0,88,100,15.01
456,Tual,ID,2021-03-28 15:16:44,-5.6667,132.75,83.57,76,100,17.67
457,Pangai,TO,2021-03-28 15:16:45,-19.8,-174.35,81.59,79,52,19.48
458,Ishigaki,JP,2021-03-28 15:16:45,24.3448,124.1572,76.17,84,10,2.13
459,Shetpe,KZ,2021-03-28 15:16:45,44.1667,52.1167,41.83,70,60,13.6
460,Puerto Escondido,MX,2021-03-28 15:16:45,15.85,-97.0667,84.2,84,1,3.44
461,Robertsport,LR,2021-03-28 15:16:46,6.7533,-11.3686,82.27,75,10,9.42
462,Kirensk,RU,2021-03-28 15:16:46,57.7853,108.1119,23.31,98,100,3.58
463,Gravdal,NO,2021-03-28 15:16:46,68.1214,13.5031,41.0,52,0,13.8
464,Smirnykh,RU,2021-03-28 15:16:46,49.75,142.8333,27.57,99,100,1.77
465,Pensacola,US,2021-03-28 15:14:59,30.4213,-87.2169,80.6,74,75,12.66
466,Barre,US,2021-03-28 15:13:32,44.197,-72.5021,41.0,87,90,13.8
467,Parabel,RU,2021-03-28 15:16:47,58.6978,81.4825,27.48,96,100,6.49
468,Bridlington,GB,2021-03-28 15:16:47,54.0831,-0.1919,59.0,63,75,18.41
469,Talaya,RU,2021-03-28 15:16:47,61.3833,152.75,-12.51,97,73,2.24
470,Front Royal,US,2021-03-28 15:16:48,38.9182,-78.1944,62.01,94,90,4.61
471,Noumea,NC,2021-03-28 15:16:48,-22.2763,166.4572,73.4,83,0,4.61
472,Don Sak,TH,2021-03-28 15:16:48,9.3168,99.6918,82.0,83,20,5.75
473,Hovd,MN,2021-03-28 15:16:48,48.0056,91.6419,34.79,35,52,0.92
474,Tomatlan,MX,2021-03-28 15:16:49,19.9333,-105.25,75.96,32,98,1.25
475,Iwanai,JP,2021-03-28 15:16:49,42.9744,140.5089,43.48,96,100,8.21
476,Caraballeda,VE,2021-03-28 15:16:49,10.6112,-66.8522,80.6,83,75,3.44
477,Qaqortoq,GL,2021-03-28 15:16:49,60.7167,-46.0333,20.37,57,0,3.67
478,Altamont,US,2021-03-28 15:16:50,42.2068,-121.7372,42.01,80,1,2.68
479,Luderitz,NA,2021-03-28 15:16:50,-26.6481,15.1594,68.97,64,6,7.74
480,Kot Samaba,PK,2021-03-28 15:16:50,28.5522,70.4684,94.5,7,3,8.86
481,Houma,US,2021-03-28 15:16:50,29.5958,-90.7195,79.0,88,75,8.05
482,Zasosna,RU,2021-03-28 15:16:51,50.6307,38.3965,40.66,65,100,4.14
483,Seymchan,RU,2021-03-28 15:16:51,62.8833,152.4333,-15.56,99,74,1.19
484,Tignere,CM,2021-03-28 15:16:51,7.3667,12.65,87.67,16,58,9.22
485,Hvolsvollur,IS,2021-03-28 15:16:51,63.7533,-20.2243,35.6,64,20,11.5
486,Sanming,CN,2021-03-28 15:16:52,26.2486,117.6186,71.65,78,1,1.72
487,Altay,CN,2021-03-28 15:16:52,47.8667,88.1167,39.2,95,100,2.86
488,Mookane,BW,2021-03-28 15:16:52,-23.688,26.6595,82.72,31,96,9.48
489,Fevik,NO,2021-03-28 15:16:52,58.3794,8.6766,44.6,93,75,11.5
490,Cidreira,BR,2021-03-28 15:16:53,-30.1811,-50.2056,72.64,86,95,7.96
491,Mpraeso,GH,2021-03-28 15:16:53,6.5932,-0.7346,92.48,31,33,7.11
492,Mulchen,CL,2021-03-28 15:16:53,-37.7167,-72.2333,66.2,48,0,9.22
493,Buchanan,LR,2021-03-28 15:16:53,5.8808,-10.0467,86.0,74,75,13.8
494,Sandwick,GB,2021-03-28 15:15:21,60.0,-1.25,48.2,66,20,17.27
495,Hay River,CA,2021-03-28 15:13:08,60.8156,-115.7999,19.4,86,75,11.5
496,Morlaix,FR,2021-03-28 15:16:54,48.5833,-4.0,60.8,67,0,19.57
497,Svetlyy,RU,2021-03-28 15:16:54,54.675,20.1347,46.99,57,75,13.42
498,Waipawa,NZ,2021-03-28 15:16:54,-41.4122,175.5153,62.6,94,90,17.27
499,Guymon,US,2021-03-28 15:16:55,36.6828,-101.4816,50.0,40,1,13.8
500,San Rafael,AR,2021-03-28 15:16:55,-34.6177,-68.3301,69.71,31,0,8.61
501,Narsaq,GL,2021-03-28 15:16:55,60.9167,-46.05,22.14,53,0,2.59
502,Pendleton,US,2021-03-28 15:14:26,45.6721,-118.7886,50.0,76,1,8.05
503,Darnah,LY,2021-03-28 15:16:55,32.767,22.6367,60.13,68,34,16.64
504,San Patricio,US,2021-03-28 15:16:56,28.017,-97.5169,64.4,72,90,12.66
505,Lompoc,US,2021-03-28 15:16:56,34.6391,-120.4579,55.0,87,0,8.05
506,Guadalupe Y Calvo,MX,2021-03-28 15:16:56,26.1,-106.9667,47.35,16,19,7.11
507,Ulaanbaatar,MN,2021-03-28 15:16:56,47.9077,106.8832,19.4,63,0,2.24
508,Joshimath,IN,2021-03-28 15:16:57,30.5667,79.5667,57.34,63,86,3.13
509,Playas,EC,2021-03-28 15:16:57,-2.6333,-80.3833,75.15,82,91,2.86
510,Auki,SB,2021-03-28 15:16:57,-8.7676,160.7034,77.4,87,99,3.47
511,Telma,RU,2021-03-28 15:16:57,52.6983,103.7097,28.4,64,0,4.47
512,Burgeo,CA,2021-03-28 15:16:58,47.6167,-57.6152,23.85,64,27,2.8
513,Junction City,US,2021-03-28 15:16:58,39.0286,-96.8314,46.0,61,1,4.61
514,Ternate,ID,2021-03-28 15:16:58,0.8,127.4,76.64,93,100,8.1
515,Klaksvik,FO,2021-03-28 15:16:58,62.2266,-6.589,41.0,81,75,25.32
516,Fortuna,US,2021-03-28 15:16:59,40.5982,-124.1573,42.01,93,90,3.44
517,Jinchang,CN,2021-03-28 15:16:59,38.4953,102.1739,47.28,24,98,6.42
518,Freeport,US,2021-03-28 15:12:14,40.6576,-73.5832,53.6,87,90,16.11
519,Manono,CD,2021-03-28 15:16:59,-7.3,27.4167,84.52,63,45,2.01
520,Kedougou,SN,2021-03-28 15:16:59,12.5579,-12.1743,104.0,21,0,4.61
521,Little Current,CA,2021-03-28 15:17:00,45.9793,-81.9248,37.99,93,100,8.05
522,Shvartsevskiy,RU,2021-03-28 15:17:00,54.0961,37.9917,32.76,96,100,2.73
523,Stavropol,RU,2021-03-28 15:12:13,45.0428,41.9733,32.0,100,75,13.42
524,Tres Arroyos,AR,2021-03-28 15:17:00,-38.3739,-60.2798,63.95,71,99,7.36
525,Ahuimanu,US,2021-03-28 15:17:01,21.4447,-157.8378,71.6,73,90,13.8
526,Sri Aman,MY,2021-03-28 15:17:01,1.2376,111.4621,78.8,94,100,2.01
527,Ati,TD,2021-03-28 15:17:01,13.2154,18.3353,96.12,9,3,16.51
528,Bustamante,MX,2021-03-28 15:17:01,26.5333,-100.5,61.29,70,100,16.78
529,Wangkui,CN,2021-03-28 15:17:02,46.8333,126.5,43.77,89,100,7.16
530,Cristalina,BR,2021-03-28 15:17:02,-16.7686,-47.6136,80.1,34,17,5.28
531,Anchorage,US,2021-03-28 15:17:02,61.2181,-149.9003,21.2,62,1,3.36
532,Yelizovo,RU,2021-03-28 15:17:02,53.1873,158.3805,21.2,49,10,8.95
533,Najran,SA,2021-03-28 15:17:03,17.4924,44.1277,87.8,13,0,11.5
534,Yeniseysk,RU,2021-03-28 15:17:03,58.4497,92.1703,31.1,99,100,2.51
535,Mokolo,CM,2021-03-28 15:17:03,10.7398,13.8019,95.0,15,3,12.66
536,Dickinson,US,2021-03-28 15:17:03,29.4608,-95.0513,64.99,55,75,14.97
537,Batagay,RU,2021-03-28 15:17:04,67.6333,134.6333,-6.9,100,90,1.48
538,Cobija,BO,2021-03-28 15:17:04,-11.0267,-68.7692,82.4,83,75,3.44
539,Strelka,RU,2021-03-28 15:17:04,58.0728,93.0344,32.86,98,100,4.36
540,Sabang,ID,2021-03-28 15:17:04,5.8933,95.3214,77.23,86,100,6.89
541,Derzhavinsk,KZ,2021-03-28 15:17:05,51.1,66.3167,23.45,86,90,13.89
542,Pisco,PE,2021-03-28 15:17:05,-13.7,-76.2167,73.4,73,0,6.91
543,Salalah,OM,2021-03-28 15:17:05,17.0151,54.0924,84.2,58,0,3.44
544,Grafton,US,2021-03-28 15:16:01,42.207,-71.6856,46.0,87,90,10.36
545,Parkes,AU,2021-03-28 15:17:05,-33.1333,148.1833,57.0,77,4,5.97
546,Baoshan,CN,2021-03-28 15:17:06,46.5586,131.4244,41.63,93,100,8.57
547,Portland,US,2021-03-28 15:16:29,45.5234,-122.6762,46.0,76,90,4.61
548,Vanimo,PG,2021-03-28 15:17:06,-2.6741,141.3028,76.64,89,90,3.56
549,Hervey Bay,AU,2021-03-28 15:17:06,-25.2986,152.8535,72.0,82,100,1.01
550,Mamallapuram,IN,2021-03-28 15:17:06,12.6264,80.1722,84.2,74,20,4.61
551,Faanui,PF,2021-03-28 15:17:07,-16.4833,-151.75,82.04,74,73,21.83
552,Surt,LY,2021-03-28 15:17:07,31.2089,16.5887,63.88,49,100,12.71
553,Moranbah,AU,2021-03-28 15:17:07,-22.0016,148.0466,71.71,72,0,9.17
554,Araouane,ML,2021-03-28 15:17:07,18.9048,-3.5265,94.68,3,0,12.08
555,Austin,US,2021-03-28 15:16:23,30.2672,-97.7431,63.0,39,99,12.66
556,Anju,KP,2021-03-28 15:17:08,39.6178,125.6647,44.31,96,100,2.75
557,Mbandaka,CD,2021-03-28 15:17:08,0.0487,18.2603,82.87,63,93,1.05
558,Ugoofaaru,MV,2021-03-28 15:17:08,5.6667,73.0,84.38,67,99,10.74
559,Seye,MX,2021-03-28 15:17:08,20.8333,-89.3667,84.99,69,75,20.71
560,Marica,BR,2021-03-28 15:17:09,-22.9194,-42.8186,89.6,74,20,10.36
561,Celestun,MX,2021-03-28 15:17:09,20.8667,-90.4,80.96,64,9,15.88
562,Douglas,US,2021-03-28 15:14:11,41.3,-96.167,44.01,56,1,4.61
563,Alugan,PH,2021-03-28 15:17:09,12.2188,125.4808,79.56,84,100,8.03
564,Greifswald,DE,2021-03-28 15:17:09,54.1,13.3833,48.99,75,100,1.99
565,Marfino,RU,2021-03-28 15:17:10,55.7028,37.3822,50.0,27,0,4.47
566,Woodstock,CA,2021-03-28 15:17:10,43.1334,-80.7497,46.4,93,99,3.44
567,Ceyhan,TR,2021-03-28 15:16:27,37.0247,35.8175,62.6,34,0,6.91
568,Nokaneng,BW,2021-03-28 15:17:10,-19.6667,22.2667,86.76,31,65,3.78
569,Manali,IN,2021-03-28 15:17:11,13.1667,80.2667,84.2,74,20,4.61
570,Grand Gaube,MU,2021-03-28 15:17:11,-20.0064,57.6608,82.0,73,16,1.99
571,Zherdevka,RU,2021-03-28 15:17:11,51.8486,41.4606,32.7,95,100,6.93
572,Anito,PH,2021-03-28 15:17:11,12.4497,125.2886,78.3,88,100,6.33
573,Deer Lake,CA,2021-03-28 15:17:11,49.1667,-57.4316,26.6,50,20,8.05
